Timestamp,City,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3
01-01-2020,Lucknow,Lucknow - Lalbagh,308.26,,69.1,,37.16,3.22,38.98
02-01-2020,Lucknow,Lucknow - Lalbagh,161.63,,54.7,,21.61,3.61,38.79
03-01-2020,Lucknow,Lucknow - Lalbagh,77.33,,33.31,,8.85,1.84,38.24
04-01-2020,Lucknow,Lucknow - Lalbagh,99.86,,36.23,,10.45,2.73,40.82
05-01-2020,Lucknow,Lucknow - Lalbagh,92.92,,29.22,,8.9,1.57,46.05
06-01-2020,Lucknow,Lucknow - Lalbagh,132.18,,32.66,,14.67,3.96,39.96
07-01-2020,Lucknow,Lucknow - Lalbagh,118.36,,24.98,,9.74,2.43,34.38
08-01-2020,Lucknow,Lucknow - Lalbagh,113.41,,18.1,,8.7,1.28,34.52
09-01-2020,Lucknow,Lucknow - Lalbagh,67.17,,13.61,,8.08,1.46,37.64
10-01-2020,Lucknow,Lucknow - Lalbagh,137.04,,30.83,,6.32,1.9,40.71
11-01-2020,Lucknow,Lucknow - Lalbagh,198.25,,54.04,,8.31,1.9,40.68
12-01-2020,Lucknow,Lucknow - Lalbagh,279.72,,57.56,,12.4,1.9,40.38
13-01-2020,Lucknow,Lucknow - Lalbagh,223.36,,44.7,,4.98,1.9,37.18
14-01-2020,Lucknow,Lucknow - Lalbagh,157.27,,56.85,,8.54,3.42,36.53
15-01-2020,Lucknow,Lucknow - Lalbagh,180.81,,65.94,,6.31,3.59,34.35
16-01-2020,Lucknow,Lucknow - Lalbagh,96.6,,32.08,,3.43,2.44,35.96
17-01-2020,Lucknow,Lucknow - Lalbagh,68.33,,29.54,,8.36,3.46,36.25
18-01-2020,Lucknow,Lucknow - Lalbagh,105.34,,25.26,,7.75,2.97,37.37
19-01-2020,Lucknow,Lucknow - Lalbagh,102.34,,30.17,,4.02,2.92,4.98
20-01-2020,Lucknow,Lucknow - Lalbagh,141.9,,30.72,,4.5,2.73,23.11
21-01-2020,Lucknow,Lucknow - Lalbagh,185.28,,52.8,,8.66,1.91,38.67
22-01-2020,Lucknow,Lucknow - Lalbagh,206.24,,49.5,,9.48,2.98,40.86
23-01-2020,Lucknow,Lucknow - Lalbagh,123.58,,34.43,,4.96,0.65,44.97
24-01-2020,Lucknow,Lucknow - Lalbagh,118.29,,43.58,,7.14,1.52,48.12
25-01-2020,Lucknow,Lucknow - Lalbagh,177.3,,60.48,,7.7,2.77,45.29
26-01-2020,Lucknow,Lucknow - Lalbagh,161.36,,46.26,,7.82,4.17,39.19
27-01-2020,Lucknow,Lucknow - Lalbagh,144.95,,52.98,,4.37,3.16,38.6
28-01-2020,Lucknow,Lucknow - Lalbagh,158.54,,48.89,,3.78,2.55,49.94
29-01-2020,Lucknow,Lucknow - Lalbagh,126.78,,25.36,,2.25,1.63,60.45
30-01-2020,Lucknow,Lucknow - Lalbagh,63.48,,33.52,,3.42,1.84,52.54
31-01-2020,Lucknow,Lucknow - Lalbagh,117.07,,43.45,,4.76,2.19,48.13
01-02-2020,Lucknow,Lucknow - Lalbagh,150.12,,49.45,,4.01,1.28,38.58
02-02-2020,Lucknow,Lucknow - Lalbagh,152.03,,43.96,,6.0,1.14,37.96
03-02-2020,Lucknow,Lucknow - Lalbagh,153.09,,56.52,,6.24,2.65,36.07
04-02-2020,Lucknow,Lucknow - Lalbagh,186.59,,74.36,,6.57,3.63,35.83
05-02-2020,Lucknow,Lucknow - Lalbagh,136.76,,46.5,,4.15,1.4,38.7
06-02-2020,Lucknow,Lucknow - Lalbagh,135.17,,35.2,,5.83,3.16,38.33
07-02-2020,Lucknow,Lucknow - Lalbagh,167.53,,48.84,,4.14,2.29,40.06
08-02-2020,Lucknow,Lucknow - Lalbagh,155.94,,50.37,,6.12,1.93,42.67
09-02-2020,Lucknow,Lucknow - Lalbagh,166.59,,57.77,,5.41,1.93,38.94
10-02-2020,Lucknow,Lucknow - Lalbagh,166.33,,64.4,,5.88,1.54,39.1
11-02-2020,Lucknow,Lucknow - Lalbagh,166.81,,60.28,,6.15,2.11,39.27
12-02-2020,Lucknow,Lucknow - Lalbagh,158.15,,54.83,,6.91,1.21,47.28
13-02-2020,Lucknow,Lucknow - Lalbagh,148.03,,43.5,,7.73,0.96,42.51
14-02-2020,Lucknow,Lucknow - Lalbagh,113.44,,34.16,,5.0,1.1,40.16
15-02-2020,Lucknow,Lucknow - Lalbagh,117.79,,41.34,,7.56,,36.0
16-02-2020,Lucknow,Lucknow - Lalbagh,159.44,,56.68,,7.05,,31.97
17-02-2020,Lucknow,Lucknow - Lalbagh,188.23,,51.63,,5.6,0.72,36.13
18-02-2020,Lucknow,Lucknow - Lalbagh,131.28,,45.82,,7.0,0.79,42.72
19-02-2020,Lucknow,Lucknow - Lalbagh,144.97,,78.22,,9.3,0.8,40.43
20-02-2020,Lucknow,Lucknow - Lalbagh,122.61,,36.1,,5.58,0.9,44.73
21-02-2020,Lucknow,Lucknow - Lalbagh,86.05,,21.32,,4.53,1.03,44.92
22-02-2020,Lucknow,Lucknow - Lalbagh,57.65,,35.31,,5.32,1.18,34.02
23-02-2020,Lucknow,Lucknow - Lalbagh,172.88,,46.27,,7.54,1.2,38.0
24-02-2020,Lucknow,Lucknow - Lalbagh,125.79,,47.98,,5.42,1.3,34.57
25-02-2020,Lucknow,Lucknow - Lalbagh,48.31,,21.82,,2.9,1.5,40.69
26-02-2020,Lucknow,Lucknow - Lalbagh,65.92,,41.29,,3.38,1.5,36.11
27-02-2020,Lucknow,Lucknow - Lalbagh,70.68,,45.89,,4.65,1.5,37.5
28-02-2020,Lucknow,Lucknow - Lalbagh,89.4,,45.91,,5.15,1.5,36.99
29-02-2020,Lucknow,Lucknow - Lalbagh,99.86,,41.12,,4.33,1.5,42.78
01-03-2020,Lucknow,Lucknow - Lalbagh,115.09,,39.32,,4.39,1.5,37.87
02-03-2020,Lucknow,Lucknow - Lalbagh,93.63,,44.07,,4.52,1.34,39.12
03-03-2020,Lucknow,Lucknow - Lalbagh,106.96,,45.77,,5.37,1.1,38.14
04-03-2020,Lucknow,Lucknow - Lalbagh,113.13,,48.72,,6.51,1.1,40.41
05-03-2020,Lucknow,Lucknow - Lalbagh,86.57,,34.83,,2.84,1.09,40.36
06-03-2020,Lucknow,Lucknow - Lalbagh,48.08,,23.8,,2.94,1.1,40.17
07-03-2020,Lucknow,Lucknow - Lalbagh,31.73,,23.63,,2.78,1.1,36.3
08-03-2020,Lucknow,Lucknow - Lalbagh,142.47,,24.35,,0.67,1.1,48.3
09-03-2020,Lucknow,Lucknow - Lalbagh,66.77,,31.93,,4.05,1.1,27.08
10-03-2020,Lucknow,Lucknow - Lalbagh,133.65,,30.49,,4.62,1.09,8.89
11-03-2020,Lucknow,Lucknow - Lalbagh,90.36,,28.8,,4.44,1.1,10.81
12-03-2020,Lucknow,Lucknow - Lalbagh,76.25,,53.14,,5.03,1.09,26.91
13-03-2020,Lucknow,Lucknow - Lalbagh,51.73,,26.36,,4.21,1.1,29.83
14-03-2020,Lucknow,Lucknow - Lalbagh,77.41,,23.3,,4.16,1.11,25.35
15-03-2020,Lucknow,Lucknow - Lalbagh,58.33,,24.1,,3.49,1.1,31.13
16-03-2020,Lucknow,Lucknow - Lalbagh,65.72,,17.32,,3.98,1.1,19.3
17-03-2020,Lucknow,Lucknow - Lalbagh,93.44,,12.92,,4.47,1.1,13.81
18-03-2020,Lucknow,Lucknow - Lalbagh,98.88,,,,4.77,1.1,11.32
19-03-2020,Lucknow,Lucknow - Lalbagh,218.37,,14.73,,5.03,1.1,28.42
20-03-2020,Lucknow,Lucknow - Lalbagh,133.43,,12.69,,4.99,1.1,46.71
21-03-2020,Lucknow,Lucknow - Lalbagh,83.59,,13.47,,3.12,1.1,42.3
22-03-2020,Lucknow,Lucknow - Lalbagh,60.52,,16.39,,3.96,1.1,41.66
23-03-2020,Lucknow,Lucknow - Lalbagh,83.75,,14.06,,3.59,1.1,41.48
24-03-2020,Lucknow,Lucknow - Lalbagh,118.76,,14.12,,4.24,1.1,39.18
25-03-2020,Lucknow,Lucknow - Lalbagh,89.06,,13.88,,4.14,1.11,38.94
26-03-2020,Lucknow,Lucknow - Lalbagh,54.0,,13.86,,3.88,1.11,39.37
27-03-2020,Lucknow,Lucknow - Lalbagh,57.14,,13.48,,4.34,1.1,30.9
28-03-2020,Lucknow,Lucknow - Lalbagh,42.18,,16.68,,3.46,1.1,36.73
29-03-2020,Lucknow,Lucknow - Lalbagh,41.32,,14.02,,4.07,1.1,39.63
30-03-2020,Lucknow,Lucknow - Lalbagh,52.13,,12.01,,4.32,1.1,37.89
31-03-2020,Lucknow,Lucknow - Lalbagh,60.76,,11.65,,4.07,1.1,41.01
01-04-2020,Lucknow,Lucknow - Lalbagh,75.22,,34.47,,4.36,1.11,39.07
02-04-2020,Lucknow,Lucknow - Lalbagh,62.07,,17.48,,3.82,1.1,40.27
03-04-2020,Lucknow,Lucknow - Lalbagh,59.03,,14.75,,4.05,1.1,41.64
04-04-2020,Lucknow,Lucknow - Lalbagh,55.22,,14.79,,4.54,1.09,39.91
05-04-2020,Lucknow,Lucknow - Lalbagh,74.75,,16.54,,4.6,1.1,36.85
06-04-2020,Lucknow,Lucknow - Lalbagh,62.54,,16.79,,4.6,1.1,37.05
07-04-2020,Lucknow,Lucknow - Lalbagh,50.29,,17.63,,4.59,1.1,36.11
08-04-2020,Lucknow,Lucknow - Lalbagh,62.45,,17.04,,4.4,1.1,36.1
09-04-2020,Lucknow,Lucknow - Lalbagh,71.41,,16.24,,4.91,1.1,48.71
10-04-2020,Lucknow,Lucknow - Lalbagh,60.87,,16.8,,5.24,1.1,51.1
11-04-2020,Lucknow,Lucknow - Lalbagh,74.42,,16.76,,5.47,1.1,44.16
12-04-2020,Lucknow,Lucknow - Lalbagh,73.01,,16.8,,4.51,1.08,31.34
13-04-2020,Lucknow,Lucknow - Lalbagh,46.73,,21.68,,4.81,1.05,10.99
14-04-2020,Lucknow,Lucknow - Lalbagh,103.83,,16.66,,4.86,0.6,19.89
15-04-2020,Lucknow,Lucknow - Lalbagh,93.02,,16.68,,4.77,0.6,12.25
16-04-2020,Lucknow,Lucknow - Lalbagh,103.96,,16.69,,4.4,0.6,11.45
17-04-2020,Lucknow,Lucknow - Lalbagh,122.12,,16.76,,5.61,0.89,6.23
18-04-2020,Lucknow,Lucknow - Lalbagh,52.53,,16.65,,4.84,1.1,8.48
19-04-2020,Lucknow,Lucknow - Lalbagh,46.56,,17.17,,5.04,1.1,9.96
20-04-2020,Lucknow,Lucknow - Lalbagh,38.84,,17.06,,4.75,1.11,10.62
21-04-2020,Lucknow,Lucknow - Lalbagh,29.79,,17.08,,4.13,1.1,12.29
22-04-2020,Lucknow,Lucknow - Lalbagh,47.17,,16.74,,4.28,1.1,15.11
23-04-2020,Lucknow,Lucknow - Lalbagh,93.83,,16.9,,6.26,1.1,14.13
24-04-2020,Lucknow,Lucknow - Lalbagh,69.07,,16.74,,4.71,1.1,14.09
25-04-2020,Lucknow,Lucknow - Lalbagh,73.67,,16.78,,3.94,1.1,16.99
26-04-2020,Lucknow,Lucknow - Lalbagh,46.33,,16.78,,3.85,1.1,16.91
27-04-2020,Lucknow,Lucknow - Lalbagh,27.08,,16.8,,3.57,1.1,16.21
28-04-2020,Lucknow,Lucknow - Lalbagh,48.9,,16.85,,3.94,1.1,20.1
29-04-2020,Lucknow,Lucknow - Lalbagh,40.72,,16.75,,4.15,1.1,14.15
30-04-2020,Lucknow,Lucknow - Lalbagh,57.35,,16.73,,4.24,1.1,27.8
01-05-2020,Lucknow,Lucknow - Lalbagh,41.32,,17.31,,4.07,1.1,26.1
02-05-2020,Lucknow,Lucknow - Lalbagh,36.19,,16.77,,3.7,1.1,29.37
03-05-2020,Lucknow,Lucknow - Lalbagh,39.84,,16.77,,3.93,1.1,24.78
04-05-2020,Lucknow,Lucknow - Lalbagh,53.91,,16.84,,4.23,1.1,14.96
05-05-2020,Lucknow,Lucknow - Lalbagh,29.97,,16.8,,3.66,1.1,13.14
06-05-2020,Lucknow,Lucknow - Lalbagh,26.87,,16.75,,3.78,1.1,17.06
07-05-2020,Lucknow,Lucknow - Lalbagh,37.64,,24.23,,3.37,1.1,32.6
08-05-2020,Lucknow,Lucknow - Lalbagh,77.43,,29.02,,3.06,1.11,33.97
09-05-2020,Lucknow,Lucknow - Lalbagh,78.09,,19.38,,2.75,1.1,35.23
10-05-2020,Lucknow,Lucknow - Lalbagh,98.66,,12.93,,2.85,1.1,30.45
11-05-2020,Lucknow,Lucknow - Lalbagh,148.77,,13.3,,3.17,1.1,28.99
12-05-2020,Lucknow,Lucknow - Lalbagh,112.57,,11.71,,2.56,1.09,31.92
13-05-2020,Lucknow,Lucknow - Lalbagh,87.18,,18.37,,3.12,1.1,25.72
14-05-2020,Lucknow,Lucknow - Lalbagh,75.86,,15.14,,3.34,1.1,6.4
15-05-2020,Lucknow,Lucknow - Lalbagh,105.16,,19.17,,4.9,1.1,7.87
16-05-2020,Lucknow,Lucknow - Lalbagh,62.37,,32.98,,3.74,1.1,8.83
17-05-2020,Lucknow,Lucknow - Lalbagh,82.02,,31.48,,5.82,1.1,11.72
18-05-2020,Lucknow,Lucknow - Lalbagh,83.59,,22.62,,7.62,1.1,13.13
19-05-2020,Lucknow,Lucknow - Lalbagh,87.29,,25.53,,6.16,1.1,12.53
20-05-2020,Lucknow,Lucknow - Lalbagh,94.09,,12.12,,3.61,1.1,10.0
21-05-2020,Lucknow,Lucknow - Lalbagh,82.68,,17.48,,4.52,1.1,12.98
22-05-2020,Lucknow,Lucknow - Lalbagh,119.24,,9.37,,6.07,1.1,9.26
23-05-2020,Lucknow,Lucknow - Lalbagh,78.87,,1.21,,2.4,1.1,7.34
24-05-2020,Lucknow,Lucknow - Lalbagh,108.68,,14.36,,3.46,1.1,5.22
25-05-2020,Lucknow,Lucknow - Lalbagh,102.46,,13.95,,3.5,1.1,4.79
26-05-2020,Lucknow,Lucknow - Lalbagh,111.59,,13.37,,5.35,1.1,15.7
27-05-2020,Lucknow,Lucknow - Lalbagh,198.37,,5.48,,4.01,1.1,14.12
28-05-2020,Lucknow,Lucknow - Lalbagh,43.13,,1.72,,2.41,1.1,8.9
29-05-2020,Lucknow,Lucknow - Lalbagh,52.65,,2.68,,2.18,1.1,7.61
30-05-2020,Lucknow,Lucknow - Lalbagh,47.09,,3.12,,2.1,1.1,7.42
31-05-2020,Lucknow,Lucknow - Lalbagh,37.22,,2.86,,3.6,1.1,4.31
01-06-2020,Lucknow,Lucknow - Lalbagh,61.2,,20.06,,4.15,1.09,6.68
02-06-2020,Lucknow,Lucknow - Lalbagh,65.2,,19.2,,3.4,1.11,14.25
03-06-2020,Lucknow,Lucknow - Lalbagh,75.99,,21.02,,3.42,1.09,10.83
04-06-2020,Lucknow,Lucknow - Lalbagh,68.14,,6.24,,3.6,1.1,15.66
05-06-2020,Lucknow,Lucknow - Lalbagh,31.88,,15.35,,2.77,1.1,11.58
06-06-2020,Lucknow,Lucknow - Lalbagh,26.9,,26.99,,2.94,1.1,5.56
07-06-2020,Lucknow,Lucknow - Lalbagh,37.88,,20.19,,2.33,1.1,6.01
08-06-2020,Lucknow,Lucknow - Lalbagh,64.94,,22.92,,4.23,1.1,7.55
09-06-2020,Lucknow,Lucknow - Lalbagh,96.74,,31.57,,4.33,1.1,25.85
10-06-2020,Lucknow,Lucknow - Lalbagh,106.86,,25.39,,5.79,1.08,45.42
11-06-2020,Lucknow,Lucknow - Lalbagh,92.11,,27.11,,5.79,1.1,40.37
12-06-2020,Lucknow,Lucknow - Lalbagh,84.94,,25.2,,8.49,1.1,40.14
13-06-2020,Lucknow,Lucknow - Lalbagh,69.63,,25.12,,6.11,1.1,40.07
14-06-2020,Lucknow,Lucknow - Lalbagh,51.75,,22.33,,7.26,1.1,39.57
15-06-2020,Lucknow,Lucknow - Lalbagh,57.51,,27.76,,8.64,1.1,40.05
16-06-2020,Lucknow,Lucknow - Lalbagh,31.57,,20.53,,6.62,1.08,40.25
17-06-2020,Lucknow,Lucknow - Lalbagh,38.94,,25.29,,8.84,1.1,41.15
18-06-2020,Lucknow,Lucknow - Lalbagh,37.4,,14.46,,7.38,1.09,42.42
19-06-2020,Lucknow,Lucknow - Lalbagh,41.8,,9.17,,3.89,1.1,45.5
20-06-2020,Lucknow,Lucknow - Lalbagh,29.93,,9.68,,3.32,1.1,47.64
21-06-2020,Lucknow,Lucknow - Lalbagh,30.7,,8.03,,3.41,1.1,47.6
22-06-2020,Lucknow,Lucknow - Lalbagh,29.23,,8.08,,3.79,1.1,46.05
23-06-2020,Lucknow,Lucknow - Lalbagh,36.98,,11.28,,3.31,1.1,47.16
24-06-2020,Lucknow,Lucknow - Lalbagh,50.71,,11.49,,3.59,1.1,48.18
25-06-2020,Lucknow,Lucknow - Lalbagh,80.03,,11.96,,3.56,1.1,47.87
26-06-2020,Lucknow,Lucknow - Lalbagh,45.75,,12.41,,2.94,1.1,47.63
27-06-2020,Lucknow,Lucknow - Lalbagh,40.94,,17.64,,3.75,1.1,46.49
28-06-2020,Lucknow,Lucknow - Lalbagh,42.01,,13.92,,3.81,1.1,48.34
29-06-2020,Lucknow,Lucknow - Lalbagh,35.36,,11.09,,3.65,1.1,47.61
30-06-2020,Lucknow,Lucknow - Lalbagh,38.94,,6.19,,2.77,1.1,47.14
01-07-2020,Lucknow,Lucknow - Lalbagh,68.3,,10.99,,3.61,1.1,48.03
02-07-2020,Lucknow,Lucknow - Lalbagh,88.13,,8.34,,3.3,1.1,48.38
03-07-2020,Lucknow,Lucknow - Lalbagh,82.12,,15.89,,3.1,1.1,47.38
04-07-2020,Lucknow,Lucknow - Lalbagh,66.85,,15.3,,2.03,1.1,46.98
05-07-2020,Lucknow,Lucknow - Lalbagh,43.81,,15.51,,3.02,1.1,48.38
06-07-2020,Lucknow,Lucknow - Lalbagh,396.35,,16.45,,4.44,1.08,48.23
07-07-2020,Lucknow,Lucknow - Lalbagh,17.87,,8.79,,3.04,1.1,47.96
08-07-2020,Lucknow,Lucknow - Lalbagh,36.37,999.99,10.51,25.98,2.89,1.1,48.23
09-07-2020,Lucknow,Lucknow - Lalbagh,28.74,,5.84,24.62,2.06,1.1,48.06
10-07-2020,Lucknow,Lucknow - Lalbagh,39.06,80.61,11.71,24.49,1.25,1.1,46.27
11-07-2020,Lucknow,Lucknow - Lalbagh,32.94,96.88,6.13,25.21,1.16,1.1,49.04
12-07-2020,Lucknow,Lucknow - Lalbagh,33.81,83.48,6.81,25.07,1.11,1.1,48.42
13-07-2020,Lucknow,Lucknow - Lalbagh,48.37,95.29,11.29,24.58,0.96,1.1,48.43
14-07-2020,Lucknow,Lucknow - Lalbagh,32.83,86.92,94.04,25.38,1.34,1.1,47.59
15-07-2020,Lucknow,Lucknow - Lalbagh,68.9,91.13,33.09,28.26,2.51,1.1,47.96
16-07-2020,Lucknow,Lucknow - Lalbagh,46.89,109.62,19.85,28.31,3.26,1.1,49.17
17-07-2020,Lucknow,Lucknow - Lalbagh,50.96,284.73,30.09,27.86,3.77,1.1,48.53
18-07-2020,Lucknow,Lucknow - Lalbagh,52.92,321.25,23.99,31.48,4.01,1.1,48.89
19-07-2020,Lucknow,Lucknow - Lalbagh,33.35,118.3,16.44,32.57,3.79,1.1,47.44
20-07-2020,Lucknow,Lucknow - Lalbagh,26.17,151.06,15.09,26.76,4.14,1.1,49.92
21-07-2020,Lucknow,Lucknow - Lalbagh,24.45,136.7,13.76,17.06,4.14,1.1,48.89
22-07-2020,Lucknow,Lucknow - Lalbagh,25.3,102.09,17.1,16.76,4.0,1.1,43.19
23-07-2020,Lucknow,Lucknow - Lalbagh,38.67,64.67,22.79,28.59,3.81,1.1,31.97
24-07-2020,Lucknow,Lucknow - Lalbagh,32.15,56.64,16.54,31.47,3.48,1.1,33.05
25-07-2020,Lucknow,Lucknow - Lalbagh,42.36,64.27,11.72,29.2,3.62,1.1,39.76
26-07-2020,Lucknow,Lucknow - Lalbagh,46.73,71.29,12.85,33.74,3.63,1.1,42.28
27-07-2020,Lucknow,Lucknow - Lalbagh,42.24,75.59,17.5,32.75,4.08,1.1,35.09
28-07-2020,Lucknow,Lucknow - Lalbagh,33.53,61.63,19.69,32.36,3.84,1.1,31.25
29-07-2020,Lucknow,Lucknow - Lalbagh,18.09,137.56,18.81,29.29,4.88,1.1,35.15
30-07-2020,Lucknow,Lucknow - Lalbagh,32.19,223.05,11.95,28.72,6.0,1.1,34.68
31-07-2020,Lucknow,Lucknow - Lalbagh,35.78,103.71,11.41,34.09,6.54,1.1,34.52
01-08-2020,Lucknow,Lucknow - Lalbagh,30.79,183.29,12.26,36.96,5.42,1.1,37.6
02-08-2020,Lucknow,Lucknow - Lalbagh,29.63,113.79,11.46,36.96,6.12,1.1,38.24
03-08-2020,Lucknow,Lucknow - Lalbagh,35.58,123.97,11.82,35.19,7.32,1.1,39.49
04-08-2020,Lucknow,Lucknow - Lalbagh,36.29,164.86,11.83,39.95,5.69,1.1,37.97
05-08-2020,Lucknow,Lucknow - Lalbagh,23.18,85.22,14.95,37.69,11.47,1.1,39.03
06-08-2020,Lucknow,Lucknow - Lalbagh,15.07,80.03,10.6,20.57,4.59,1.1,38.98
07-08-2020,Lucknow,Lucknow - Lalbagh,30.56,77.15,6.14,7.64,4.38,1.1,43.32
08-08-2020,Lucknow,Lucknow - Lalbagh,72.93,105.05,6.19,11.47,4.77,1.1,35.58
09-08-2020,Lucknow,Lucknow - Lalbagh,58.98,98.54,4.81,13.26,5.87,1.1,31.53
10-08-2020,Lucknow,Lucknow - Lalbagh,61.07,100.96,4.26,26.76,5.4,1.98,35.4
11-08-2020,Lucknow,Lucknow - Lalbagh,46.28,102.68,6.42,32.28,5.87,0.75,41.36
12-08-2020,Lucknow,Lucknow - Lalbagh,29.43,85.49,18.23,30.11,4.94,0.75,46.05
13-08-2020,Lucknow,Lucknow - Lalbagh,14.42,46.1,13.49,37.44,6.81,0.74,42.26
14-08-2020,Lucknow,Lucknow - Lalbagh,30.38,62.05,14.38,35.32,8.06,0.69,40.37
15-08-2020,Lucknow,Lucknow - Lalbagh,26.73,60.37,18.67,37.85,9.22,0.54,45.36
16-08-2020,Lucknow,Lucknow - Lalbagh,16.86,53.76,12.42,39.63,7.02,0.54,46.16
17-08-2020,Lucknow,Lucknow - Lalbagh,19.09,56.34,13.46,76.16,6.99,0.54,46.85
18-08-2020,Lucknow,Lucknow - Lalbagh,29.91,67.4,16.14,35.83,7.37,0.54,47.47
19-08-2020,Lucknow,Lucknow - Lalbagh,25.06,77.71,36.98,33.31,5.51,0.54,44.87
20-08-2020,Lucknow,Lucknow - Lalbagh,21.67,78.76,26.75,18.06,6.3,0.54,41.69
21-08-2020,Lucknow,Lucknow - Lalbagh,15.94,48.68,21.77,19.7,5.83,0.54,45.73
22-08-2020,Lucknow,Lucknow - Lalbagh,25.03,56.21,15.81,21.29,5.97,0.54,44.7
23-08-2020,Lucknow,Lucknow - Lalbagh,21.59,56.32,15.86,20.96,5.14,0.54,32.39
24-08-2020,Lucknow,Lucknow - Lalbagh,24.73,54.98,16.32,15.34,5.68,0.54,41.86
25-08-2020,Lucknow,Lucknow - Lalbagh,32.97,85.77,23.63,14.85,5.02,0.64,33.16
26-08-2020,Lucknow,Lucknow - Lalbagh,23.16,80.55,26.33,22.17,4.36,0.79,38.72
27-08-2020,Lucknow,Lucknow - Lalbagh,34.57,57.22,18.73,37.99,3.02,0.55,40.73
28-08-2020,Lucknow,Lucknow - Lalbagh,41.43,63.25,14.29,36.59,2.78,0.58,48.51
29-08-2020,Lucknow,Lucknow - Lalbagh,45.75,72.13,9.29,35.14,2.74,0.54,46.31
30-08-2020,Lucknow,Lucknow - Lalbagh,33.66,55.24,9.2,34.94,2.9,0.54,47.04
31-08-2020,Lucknow,Lucknow - Lalbagh,50.47,88.47,8.98,35.25,2.71,0.54,47.84
01-09-2020,Lucknow,Lucknow - Lalbagh,54.81,105.6,30.57,34.49,3.21,0.54,46.47
02-09-2020,Lucknow,Lucknow - Lalbagh,48.69,91.75,39.68,35.0,2.98,0.54,50.08
03-09-2020,Lucknow,Lucknow - Lalbagh,62.76,77.95,38.23,36.31,2.66,0.54,43.72
04-09-2020,Lucknow,Lucknow - Lalbagh,47.25,94.01,43.16,35.35,2.88,0.54,43.71
05-09-2020,Lucknow,Lucknow - Lalbagh,76.89,101.56,43.29,35.33,3.08,0.68,46.8
06-09-2020,Lucknow,Lucknow - Lalbagh,55.11,86.5,29.7,35.38,2.65,0.79,48.33
07-09-2020,Lucknow,Lucknow - Lalbagh,58.88,89.56,39.69,34.9,3.43,0.77,46.91
08-09-2020,Lucknow,Lucknow - Lalbagh,63.89,107.1,51.7,34.91,3.15,0.79,41.04
09-09-2020,Lucknow,Lucknow - Lalbagh,68.02,100.8,40.31,34.74,3.12,0.78,41.18
10-09-2020,Lucknow,Lucknow - Lalbagh,71.8,96.92,40.95,35.3,2.72,0.81,46.26
11-09-2020,Lucknow,Lucknow - Lalbagh,92.45,112.03,38.63,34.39,3.23,0.78,42.76
12-09-2020,Lucknow,Lucknow - Lalbagh,38.43,77.13,33.07,34.8,3.01,0.78,44.72
13-09-2020,Lucknow,Lucknow - Lalbagh,45.01,84.44,38.11,34.81,3.01,0.77,53.89
14-09-2020,Lucknow,Lucknow - Lalbagh,61.21,101.18,36.69,34.59,2.79,0.78,44.14
15-09-2020,Lucknow,Lucknow - Lalbagh,114.86,129.55,43.65,34.38,3.05,0.78,45.15
16-09-2020,Lucknow,Lucknow - Lalbagh,84.86,115.44,39.3,34.63,2.79,0.78,39.98
17-09-2020,Lucknow,Lucknow - Lalbagh,104.13,169.84,50.84,29.28,2.83,0.78,49.83
18-09-2020,Lucknow,Lucknow - Lalbagh,101.54,134.58,34.33,25.17,2.9,0.78,63.18
19-09-2020,Lucknow,Lucknow - Lalbagh,80.16,97.86,30.89,24.39,3.07,0.78,38.35
20-09-2020,Lucknow,Lucknow - Lalbagh,55.75,75.06,34.63,25.52,2.79,0.78,40.68
21-09-2020,Lucknow,Lucknow - Lalbagh,62.41,108.96,38.57,24.67,2.42,0.78,33.85
22-09-2020,Lucknow,Lucknow - Lalbagh,25.95,71.35,28.59,24.71,3.01,0.78,44.61
23-09-2020,Lucknow,Lucknow - Lalbagh,16.27,84.11,32.0,24.56,3.13,0.78,38.47
24-09-2020,Lucknow,Lucknow - Lalbagh,8.13,162.09,32.75,25.26,2.75,0.72,46.87
25-09-2020,Lucknow,Lucknow - Lalbagh,40.98,87.69,42.29,24.63,3.32,0.78,47.69
26-09-2020,Lucknow,Lucknow - Lalbagh,94.93,156.8,56.39,24.64,3.3,0.78,49.32
27-09-2020,Lucknow,Lucknow - Lalbagh,130.13,188.14,51.82,24.64,2.93,0.75,57.83
28-09-2020,Lucknow,Lucknow - Lalbagh,140.04,193.73,68.88,25.55,2.81,0.79,42.29
29-09-2020,Lucknow,Lucknow - Lalbagh,127.82,210.7,47.23,24.93,3.21,0.78,24.32
30-09-2020,Lucknow,Lucknow - Lalbagh,139.66,217.97,35.67,25.11,2.95,0.78,23.41
01-10-2020,Lucknow,Lucknow - Lalbagh,111.2,204.9,15.86,24.67,2.71,0.54,23.0
02-10-2020,Lucknow,Lucknow - Lalbagh,98.97,192.0,7.78,25.06,2.54,,22.0
03-10-2020,Lucknow,Lucknow - Lalbagh,109.75,189.49,5.53,24.69,2.57,,19.55
04-10-2020,Lucknow,Lucknow - Lalbagh,107.85,210.26,6.93,24.87,2.68,,13.82
05-10-2020,Lucknow,Lucknow - Lalbagh,119.03,206.13,54.71,27.89,4.23,,19.68
06-10-2020,Lucknow,Lucknow - Lalbagh,140.36,236.86,110.62,31.51,6.66,,61.49
